sentence,sentiment
on the up side they be slim fit and the material be nice,1
my grandson do not like the material other then that it fit perfect have to give to his father,1
work well for the one time be worn,1
ok,1
gift for husband,1
he really like the fit,1
fit like the size it ’ s say seem to be good quality look good too,1
surprisingly cheap for how comfortable it be looks very nice very bright white,1
but then again maybe be flex too much,0
great shirt soft and breathes well,1
nice tailor look fit true to size,1
great fit and feel,1
totally worth for its price,1
fit as expect,1
im not big,2
but wow be this small,2
worn for wed,0
buy normal shirt size and if fit perfect,1
wasnt slim fit as expect,1
also come at least size too large,2
material be thin and translucent,2
but thats on par for shirt this cheap,0
really nice shirt,1
but the sleeve be too short,2
i roll them up and it work out for casual look,1
but cant wear it with suit,0
perfect fit,1
nice shirt,1
my husband be very picky with his shirt he love this one it fit him perfect,1
great fit cool style,1
very nice,1
the shirt be too long to wear untucked,0
have tailor take up length by two inch,0
great quality,1
nice,1
come in nice time just in time for my bday vacation,1
nice make nice fit,1
and nice material,1
excite in shopping again,0
nice look dress shirt unfortunately the size be more men than men xl,1
hard to iron even with steamer doesnt look all ok,2
please read the description carefully,0
the cloth be so soft and you can see your skin underneath,2
love it,1
i use this shirt for photoshoot on the beach of my me and fiance engagement and the shirt fit like glove,1
good material that breathe well and nice pattern,1
he love and and love it on him even more,1
no,1
great and stylish shirt for the price,1
my husband be lbs get him large,0
perfect fit great quality,1
really slim will be so nice,1
the shirt be so nice,1
i weigh with broad shoulder and waist,0
the large fit me perfect,1
if you dont like clothes that fit really snug get the xl,0
these shirt suck,0
i ’ m ’,0
average build broad chest and waist,0
normally take medium slim fit,0
i guess you get what you pay for,0
but in this case didn ’ t because send it right back,0
not your boyfriend shirt anymore,2
comfortable material and fit,1
not too snug,2
but taper nicely,1
it ’ s ok,0
great,1
wasnt very slim fitting,0
on top of that it wasnt long enough to tuck in properly,0
raise arm would undo shirt,0
fabric over all be pretty gross,0
apparent im go to have to pay for than buck for something decent,0
this item arrive just in time,1
and fit perfectly,1
great shirt and fit true to size,1
i stick with my normal size and it be perfect,1
personally don ’ t need to wear until labor day weekend,0
but look like the right size,1
i read other review for size before buy,0
i buy xl i ’ m ’ ” pound,0
this shirt fit great and will buy more in other color,1
very comfortable the fabric be slightly itchy though,1
really nice sturdy collar,1
perfect fit great material great quality,1
im buying every color they have,1
wish there be more option,0
the shirt be nice,1
but too small in every dimension,2
felt like small when order medium,2
also have strange discoloration in the back,2
perhaps they be drink coffee when they make the shirt,0
the material be fine though,1
very nice material and fit well,1
its fit good,1
but could be little long,0
good fabric,1
quality color and texture nice,1
nice shirt for the price,1
great shirt,1
great fit great quality,1
excellent buy,1
i wouldnt call the shirt slim and its not near as crisp as it look in the photo,2
however for the price its decent dress shirt,1
great,1
e muy mala calidad no e una camisa fina no me gusto para nada,0
great material,1
good fit,1
nice fabric fit perfect,1
its good,1
quality isnt super high,1
but for the price it get pas,1
nice,1
good,1
me encanta,0
only reason give four out of five be that the arm be just touch bit too short,2
fantastic shirt otherwise,1
i buy this for my brother and he love it,1
the size and everything be as expect,1
when take the shirt out the package have to do double take because the smell that come from the shirt be simply unbearable,2
it literally smell like dead fish smh,0
good quality,1
very comfortable shirt,1
very nice,1
very good quality for the price,1
i ’ m very very happy with this product,1
i buy this for my fiancé for our wedding and it come suuper quick and it look amazing,1
great fit for muscular build,1
the color wasn ’ t white white,0
but it work non the le,1
my favorite dress shirt best value on any shirt own,1
only problem be want more color offer,1
not impress with myself for not look at how to clean its dry clean,2
dress up,1
decent quality,1
but fit more like men ’ s large rather than xl,0
nice shirt fit as expect,1
collar size be huge everything else fine should ’ ve return it cause i ’ m not even go to wear it,2
this shirt be fake,0
i order small it come in which be not even medium size,2
it be way too large,2
false advertising,0
not slim fit one bit,2
great fit,1
the circumference of the sleeve be little on the small side,2
otherwise it ’ s great fit,1
neck seem way big in proportion to the sleeve and chest fit,2
have to return since wear tie and it look bad,2
no big deal,0
wore it few time and wash it,1
cold water air dry in dryer,0
it shrink to the point it be unwearable,1
very disapointed and will not buy another,0
perfect for cosplay or everyday wear,1
perfect,1
the shirt size be xlarge,0
but it be too small for an adult man moreless it could fit teenager,2
small,2
nice build and quality,1
only problem be the size too small for me,2
the material be not too thick yet believe its great for the fall,1
dont know if would buy this again for the price,1
this be not slum cut shirt at all,2
nice quality shirt wash up well,1
not as slim fit as would have prefer at waist,2
buy extra large fit like medium,0
i be look for fitted dress shirt with dart in the back so that the shirt would be taper along the back and waist,0
the back pic of this shirt indicate that there be dart and the description indicate it would be slim fit,2
disappointed,2
perfect fit,1
just what expect,1
great material and fit,1
but sadly have stain on the sleeve so wait for replacement,2
my hubby look great in this shirt,1
i like it,1
have to tailor them to fit my slim son,0
definitely not slim fit,0
xl fit like medium,1
high quality,1
great quality purchase his size and fit perfect,1
not get quality arm be supper tight rip on me first time ware,2
didn ’ t wear xl be not really xl buy size big,0
a work shirt,1
short terrible neck fit short sleeves not great shirt,2
i just reorder the same shirt as before,1
but the sizing be different and too small,2
the shirt be awesome,1
get what expect would order from them again,1
material feel like paper,1
low low quality,2
way too slim for the size,2
order size large than you actually need,0
the shirt itself be of nice quality,1
generally fit well except neck,1
fit well and great fabric,1
fit be not close to what they say,2
great value,1
size be too small,2
shoulder area be pretty tight for the neck and arm length,2
otherwise fit great,1
it fit great,1
small fit,2
the shirt color be too bright,1
great,1
small,2
awesome shirt fit good,1
awesome strip design,1
small and poor material,2
too tight in waist,2
shirt have white strip that be not in picture or description,2
shirt way too small my arm win ’ t even fit in it,2
the bad size chart,2
zero star,0
when open the outer package it look as though the shirt be dirty,2
i proceed to open the sealed inner package and discover the “ dirt ” be actually mold,0
nice material,1
but run small,2
i be ’ and it ’ s tight tight across the chest and back in large,2
also little short as there ’ s not much extra material to keep it tuck in,2
my son like slim fit shirt and he look real good in this shirt,1
i dont like the fact that have to wash it and iron it,2
ordered medium look more like an x,1
size up size for proper fit,0
very small,2
id order up maybe size,0
waste of,0
poor size chart,2
return product immediately,2
its very nice shirt,1
but get the small size and it come pretty big,2
nice shirt for the money,1
fit as expect,1
look sharp,1
fit as expect,1
i know it might be slightly big on my son,0
he be in the last leg of kid clothes and the first stage of men size,0
thought this slim fit shirt would be my fitted,0
either wat he like it,1
but wouldve prefer close fit because its go under suit,0
im satisfy though,0
one of the best shirt ive buy on amazon,1
love it so much get it in color,1
a friend of mine bring me this shirt for my light yagami cosplay and it fit perfectly,1
it ’ s not too big d it ’ s not too small,2
everything from the neck to the waist fit as expect,1
i ’ m ’ and so he order me small,0
but it feel as if this shirt be tailor specifically for me,1
,1
very nice shirt,1
no issue at all nice buy for sure,1
perfecto,1
it be so soft and comfortable,1
get it for cosplay and love it,1
very nice look shirt,1
high quality fabric,1
look very fancy,1
i approve,0
perfect,1
exactly as described,1
not too long either,2
i ’ m woman and purchase this for myself as like the oversized look,1
i figure since it ’ s ‘ slim fit ’ it wouldn ’ t be too big which be definitely correct,0
it ’ s very nice soft shirt,1
however not like your typical cotton dress shirt,2
it ’ s little thicker,0
probably great for sweaty guy so it doesn ’ t show,1
but find it make me hotter,0
eitherwise it be definitely slim fit and fit my frame,1
i ’ m ’ ”,0
i be surprise by the item not buy men clothe online prior,2
my husband normally buy large because his neck be wide than medium allow comfortably,0
but he have switch the size to medium without my knowledge and the shirt fit wonderfully,0
it fit to his body without excess material around the back and arm,0
while have good space in the collar for him,1
have be lose weight his belly be wee rounder than his frame normally would have,0
but the shirt fit without be tight there and would stay nice shirt once slimmed properly,1
so to say it fit as expect be rather spot on,0
need medium fit into medium,0
i order large as read that these fit small,2
but that be not the case,2
i order my normal size,0
and it fit much good,1
feel high quality than those cheap mall store brand,2
it be very good product buy medium light blue aize it be liiiitle tight because be little chubby now,0
i should loose my weight be kilo cm,0
i be go to order another with one size big,0
and will keep this one,1
the quality be soft when you touch it and slim,1
not super slim that dont like it,0
it be little thick in good way,2
i dont like some when you wear your body skin be visible,0
i recommand to buy it if you be not sure,0
but make sure your size,0
i buy this for my harry potter costume,0
i be woman and buy small and it fit perfectly,1
very good quality its really long on me tho keep that in mind,1
im tuck it in anyways,0
this be really great shirt super great material,1
could have use little more work on the stitch some of the stitching be come out,0
but all in all it be great shirt,1
unfortunately we give it to our friend because my fiance do not fit it,2
there should be more size available extra large be not big enough,2
durable fabric,1
stain be on the shirt upon arrival,2
but seller send me another perfect one,1
situation remedied and do not need escalation,0
great shirt,1
fit my son perfectly,1
belle chemise mais faite très très petite,0
nice clean good,1
not at all what be expect very disappointed with the shirt overall,2
very nice,1
bought m true to size all review be accurate high quality material amp,1
detail on this dress shirt,1
great buy,1
very good,1
super comfy everything be good,1
but the sleeve be way too small,2
fit well,1
seem like good material,1
time will tell,1
will buy in another colour,1
i just get it and find cut on it very poor quality,2
the arm where little too big,2
i like it when the arm of shirt be little tight,2
👍🏻👍🏻👍🏻,0
it be great fit,1
great fit,1
nice purchase,1
beau produit,0
le produit nest pa slim fit et ne ressemble en rien à larticle sur la photo,0
not slim fit,0
bad,2
